Entry	Entry name	Status	Protein names	Gene names	Organism	Gene names  (primary )	Gene names  (ordered locus )	Gene names  (ORF )
W0T721	W0T721_KLUMD	unreviewed	SERF-like protein YDL085C-A	KLMA_20375	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20375
W0T3Y7	W0T3Y7_KLUMD	unreviewed	Serine palmitoyltransferase 1	LCB1 KLMA_10498	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	LCB1		KLMA_10498
W0TFW1	W0TFW1_KLUMD	unreviewed	Carboxylic ester hydrolase (EC 3.1.1.-)	KLMA_60415	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_60415
W0THR9	W0THR9_KLUMD	unreviewed	Uncharacterized protein	KLMA_80307	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_80307
W0TBL7	W0TBL7_KLUMD	unreviewed	Dynactin subunit 5	KLMA_50383	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50383
W0TFU7	W0TFU7_KLUMD	unreviewed	Ubiquitin carboxyl-terminal hydrolase 15	UBP15 KLMA_80201	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	UBP15		KLMA_80201
W0T9M4	W0T9M4_KLUMD	unreviewed	Uncharacterized protein YLL014W	KLMA_30216	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_30216
W0T464	W0T464_KLUMD	unreviewed	Uncharacterized protein YML108W	KLMA_10578	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10578
W0TAK2	W0TAK2_KLUMD	unreviewed	Non-structural maintenance of chromosomes element 4	NSE4 KLMA_20676	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NSE4		KLMA_20676
W0TBE7	W0TBE7_KLUMD	unreviewed	SWIRM domain-containing protein YOR338W	KLMA_50101	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50101
W0T4I9	W0T4I9_KLUMD	unreviewed	GYF super family	KLMA_10119	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10119
W0T342	W0T342_KLUMD	unreviewed	Cytochrome b-c1 complex subunit 8	QCR8 KLMA_10390	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	QCR8		KLMA_10390
W0T8K6	W0T8K6_KLUMD	unreviewed	RNA helicase (EC 3.6.4.13)	DBP4 KLMA_20693	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	DBP4		KLMA_20693
W0T802	W0T802_KLUMD	unreviewed	Vacuolar protein sorting-associated protein 51	KLMA_10602	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10602
W0THB4	W0THB4_KLUMD	unreviewed	UPF0617 protein YIL096C	KLMA_80137	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_80137
W0TCB0	W0TCB0_KLUMD	unreviewed	Protein STB1	KLMA_40402	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_40402
W0TGN5	W0TGN5_KLUMD	unreviewed	Low-affinity Fe(2+) transport protein	FET4 KLMA_50625	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	FET4		KLMA_50625
W0TCQ6	W0TCQ6_KLUMD	unreviewed	Cell division control protein 1	CDC1 KLMA_50556	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CDC1		KLMA_50556
W0T4N4	W0T4N4_KLUMD	unreviewed	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8)	RIP1 KLMA_10723	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RIP1		KLMA_10723
W0TDU6	W0TDU6_KLUMD	unreviewed	Uncharacterized MFS-type transporter C1271.10c	KLMA_50327	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50327
W0TIP4	W0TIP4_KLUMD	unreviewed	RING-box protein HRT1	HRT1 KLMA_70161	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	HRT1		KLMA_70161
W0THS4	W0THS4_KLUMD	unreviewed	Aminoglycoside antibiotic sensitivity protein 3	PHO80 KLMA_80040	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PHO80		KLMA_80040
W0TFX3	W0TFX3_KLUMD	unreviewed	Probable ferric reductase transmembrane component	CFL1 KLMA_70105	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CFL1		KLMA_70105
W0T728	W0T728_KLUMD	unreviewed	Protein LUC7	LUC7 KLMA_20385	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	LUC7		KLMA_20385
W0TF32	W0TF32_KLUMD	unreviewed	54S ribosomal protein L37	MRPL37 KLMA_50070	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MRPL37		KLMA_50070
W0TAD3	W0TAD3_KLUMD	unreviewed	Uncharacterized protein	KLMA_20606	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20606
W0TGX1	W0TGX1_KLUMD	unreviewed	Meiosis-specific APC/C activator protein AMA1	AMA1 KLMA_60058	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	AMA1		KLMA_60058
W0T7J4	W0T7J4_KLUMD	unreviewed	Protein SPT3	SPT3 KLMA_20565	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SPT3		KLMA_20565
W0TCF3	W0TCF3_KLUMD	unreviewed	DUP super family	KLMA_60001	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_60001
W0TEA2	W0TEA2_KLUMD	unreviewed	LIM domain and RING finger protein YDR266C	KLMA_60092	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_60092
W0T6R2	W0T6R2_KLUMD	unreviewed	DNA-(Apurinic or apyrimidinic site) lyase 2	APN2 KLMA_20038	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	APN2		KLMA_20038
W0TAN3	W0TAN3_KLUMD	unreviewed	Vesicular-fusion protein SEC18 (EC 3.6.4.6)	SEC18 KLMA_30551	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SEC18		KLMA_30551
W0TAK7	W0TAK7_KLUMD	unreviewed	Vacuolar amino acid transporter 1	AVT1 KLMA_20681	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	AVT1		KLMA_20681
W0TE13	W0TE13_KLUMD	unreviewed	Kinesin-like protein	KIP2 KLMA_70024	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	KIP2		KLMA_70024
W0TDG5	W0TDG5_KLUMD	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	CMP2 KLMA_50182	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CMP2		KLMA_50182
W0TGQ5	W0TGQ5_KLUMD	unreviewed	Sugar phosphate phosphatase (EC 3.1.3.-)	KLMA_80249	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_80249
W0TAR1	W0TAR1_KLUMD	unreviewed	Mitochondrial import inner membrane translocase subunit TIM22	TIM22 KLMA_20731	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TIM22		KLMA_20731
W0TBB5	W0TBB5_KLUMD	unreviewed	5'-3' exoribonuclease 1 (EC 3.1.13.-)	XRN1 KLMA_40274	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	XRN1		KLMA_40274
W0TFN5	W0TFN5_KLUMD	unreviewed	Conserved hypothetical membrane protein	KLMA_70005	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_70005
W0TIE1	W0TIE1_KLUMD	unreviewed	Actin	ACT KLMA_70051	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ACT		KLMA_70051
W0TEH2	W0TEH2_KLUMD	unreviewed	Exocyst complex component SEC10	SEC10 KLMA_50557	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SEC10		KLMA_50557
W0TDH0	W0TDH0_KLUMD	unreviewed	Peroxisomal biogenesis factor 3	PEX3 KLMA_60104	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PEX3		KLMA_60104
W0TCJ0	W0TCJ0_KLUMD	unreviewed	Choline transport protein	HNM1 KLMA_30509	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	HNM1		KLMA_30509
W0T3S9	W0T3S9_KLUMD	unreviewed	Allantoate permease	DAL5 KLMA_10635	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	DAL5		KLMA_10635
W0T5H0	W0T5H0_KLUMD	unreviewed	Arp2/3 complex 34 kDa subunit	ARC35 KLMA_20394	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ARC35		KLMA_20394
W0TC75	W0TC75_KLUMD	unreviewed	U3 small nucleolar RNA-associated protein 4	UTP4 KLMA_50356	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	UTP4		KLMA_50356
W0TF98	W0TF98_KLUMD	unreviewed	tRNA_bindingDomain super family protein	KLMA_60195	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_60195
W0T7N8	W0T7N8_KLUMD	unreviewed	Uncharacterized protein YMR295C	KLMA_10497	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10497
W0T7D8	W0T7D8_KLUMD	unreviewed	Lactose permease	LAC12 KLMA_30010	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	LAC12		KLMA_30010
W0TDN7	W0TDN7_KLUMD	unreviewed	Seventh homolog of septin 1	SHS1 KLMA_40210	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SHS1		KLMA_40210
W0TC72	W0TC72_KLUMD	unreviewed	Urea amidolyase	DUR1,2 KLMA_40362	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	DUR1,2		KLMA_40362
W0TD14	W0TD14_KLUMD	unreviewed	Transcriptional activator HAP2	HAP2 KLMA_30699	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	HAP2		KLMA_30699
W0T3T0	W0T3T0_KLUMD	unreviewed	Regulatory protein SWI6	SWI6 KLMA_10081	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SWI6		KLMA_10081
W0TFN3	W0TFN3_KLUMD	unreviewed	GPI ethanolamine phosphate transferase 1	MCD4 KLMA_50250	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MCD4		KLMA_50250
W0TD71	W0TD71_KLUMD	unreviewed	Transcription initiation factor IIF subunit beta	TFG2 KLMA_40040	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TFG2		KLMA_40040
W0T831	W0T831_KLUMD	unreviewed	DNA-directed RNA polymerases I	RPC10 KLMA_20755	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RPC10		KLMA_20755
W0TBH0	W0TBH0_KLUMD	unreviewed	Putative amidase C550.07	KLMA_50328	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50328
W0TBS8	W0TBS8_KLUMD	unreviewed	Transcription elongation factor 1 homolog	ELF1 KLMA_40252	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ELF1		KLMA_40252
W0TCX9	W0TCX9_KLUMD	unreviewed	ATP-dependent helicase NAM7	NAM7 KLMA_50219	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NAM7		KLMA_50219
W0TE04	W0TE04_KLUMD	unreviewed	Putative GTP-binding protein YLF2	engD KLMA_60314	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	engD		KLMA_60314
W0TF93	W0TF93_KLUMD	unreviewed	Pre-mRNA-splicing factor SAD1	SAD1 KLMA_70439	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SAD1		KLMA_70439
W0TEG6	W0TEG6_KLUMD	unreviewed	Uncharacterized protein YDR179W-A	KLMA_50552	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50552
W0TBZ6	W0TBZ6_KLUMD	unreviewed	ATP synthase subunit b	KLMA_30339	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_30339
W0T5D6	W0T5D6_KLUMD	unreviewed	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	PRP16 KLMA_10409	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PRP16		KLMA_10409
W0TH69	W0TH69_KLUMD	unreviewed	Single-stranded nucleic acid-binding protein	SBP1 KLMA_80414	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SBP1		KLMA_80414
W0TCC3	W0TCC3_KLUMD	unreviewed	Arginase (EC 3.5.3.1)	CAR1 KLMA_50024	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CAR1		KLMA_50024
W0TFD4	W0TFD4_KLUMD	unreviewed	Zn(2)-C6 fungal-type domain-containing protein	KLMA_70242	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_70242
W0TAC2	W0TAC2_KLUMD	unreviewed	ARF3-interacting protein 1	AFI1 KLMA_20596	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	AFI1		KLMA_20596
W0T898	W0T898_KLUMD	unreviewed	Protein TOS1	TOS1 KLMA_30360	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TOS1		KLMA_30360
W0T3F1	W0T3F1_KLUMD	unreviewed	GAL4-like Zn2Cys6 binuclear cluster DNA-binding domain	KLMA_10515	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10515
W0THR5	W0THR5_KLUMD	unreviewed	Transketolase (EC 2.2.1.1)	TKL1 KLMA_80302	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TKL1		KLMA_80302
W0TH86	W0TH86_KLUMD	unreviewed	Geranylgeranyl transferase type-1 subunit beta	CDC43 KLMA_80107	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CDC43		KLMA_80107
W0T3R7	W0T3R7_KLUMD	unreviewed	Uncharacterized protein	KLMA_10423	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10423
W0T7V5	W0T7V5_KLUMD	unreviewed	GTP-binding protein rhb1	rhb1 KLMA_10557	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	rhb1		KLMA_10557
W0T663	W0T663_KLUMD	unreviewed	Uncharacterized protein	KLMA_20427	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20427
W0TGH5	W0TGH5_KLUMD	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)	SLT2 KLMA_70325	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SLT2		KLMA_70325
W0THR2	W0THR2_KLUMD	unreviewed	Methylenetetrahydrofolate reductase (EC 1.5.1.20)	MET12 KLMA_60378	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MET12		KLMA_60378
W0T5D2	W0T5D2_KLUMD	unreviewed	Zinc/iron permease	ATX2 KLMA_10404	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ATX2		KLMA_10404
W0T5V6	W0T5V6_KLUMD	unreviewed	Chromatin modification-related protein EAF7	EAF7 KLMA_10574	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	EAF7		KLMA_10574
W0T449	W0T449_KLUMD	unreviewed	E3 SUMO-protein ligase MMS21	MMS21 KLMA_10563	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MMS21		KLMA_10563
W0TDQ5	W0TDQ5_KLUMD	unreviewed	tRNA-splicing endonuclease subunit SEN15	SEN15 KLMA_60184	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SEN15		KLMA_60184
W0T4L3	W0T4L3_KLUMD	unreviewed	ATP-dependent RNA helicase SUB2	SUB2 KLMA_10698	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SUB2		KLMA_10698
W0TB58	W0TB58_KLUMD	unreviewed	Putative 6-phosphofructo-2-kinase/fructose-2	KLMA_50193	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50193
W0T6E3	W0T6E3_KLUMD	unreviewed	Protein CAJ1	CAJ1 KLMA_20517	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CAJ1		KLMA_20517
W0TBK8	W0TBK8_KLUMD	unreviewed	Nuclear transport factor 2	NTF2 KLMA_50373	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NTF2		KLMA_50373
W0T8C9	W0T8C9_KLUMD	unreviewed	Mannan polymerase II complex ANP1 subunit	ANP1 KLMA_10707	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ANP1		KLMA_10707
W0T874	W0T874_KLUMD	unreviewed	1,3-beta-glucan synthase component GSC2	FKS3 KLMA_30497	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	FKS3		KLMA_30497
W0T4U0	W0T4U0_KLUMD	unreviewed	DNA repair and recombination protein RDH54	RDH54 KLMA_20179	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RDH54		KLMA_20179
W0TCB6	W0TCB6_KLUMD	unreviewed	Uncharacterized protein YPL168W	KLMA_30454	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_30454
W0TBX8	W0TBX8_KLUMD	unreviewed	alpha-1,2-Mannosidase (EC 3.2.1.-)	MNS1 KLMA_40509	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MNS1		KLMA_40509
W0TGH2	W0TGH2_KLUMD	unreviewed	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)	COG6 KLMA_80144	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	COG6		KLMA_80144
W0TA07	W0TA07_KLUMD	unreviewed	Phospholipase (EC 3.1.4.4)	SPO14 KLMA_40231	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SPO14		KLMA_40231
W0TFT3	W0TFT3_KLUMD	unreviewed	Nascent polypeptide-associated complex subunit beta	EGD1 KLMA_60390	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	EGD1		KLMA_60390
W0THS0	W0THS0_KLUMD	unreviewed	UPF0507 protein KLLA0D01133g	KLMA_80035	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_80035
W0T8Z1	W0T8Z1_KLUMD	unreviewed	Sterol-sensing super family	KLMA_20101	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20101
W0T474	W0T474_KLUMD	unreviewed	Signal recognition particle SEC65 subunit	SEC65 KLMA_10588	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SEC65		KLMA_10588
W0T8M4	W0T8M4_KLUMD	unreviewed	Vacuolar proton pump subunit B (V-ATPase subunit B) (Vacuolar proton pump subunit B)	VMA2 KLMA_20708	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	VMA2		KLMA_20708
W0T566	W0T566_KLUMD	unreviewed	Transcription initiation factor TFIID subunit 8	TAF8 KLMA_10576	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TAF8		KLMA_10576
W0TIR8	W0TIR8_KLUMD	unreviewed	Golgi SNAP receptor complex member 1	GOS1 KLMA_80410	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	GOS1		KLMA_80410
W0TAW1	W0TAW1_KLUMD	unreviewed	Uncharacterized protein YGR042W	KLMA_30636	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_30636
W0T7S9	W0T7S9_KLUMD	unreviewed	Mitochondrial inner membrane protease subunit (EC 3.4.21.-)	IMP1 KLMA_20383	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	IMP1		KLMA_20383
W0TDH8	W0TDH8_KLUMD	unreviewed	26S proteasome regulatory subunit RPN12	RPN12 KLMA_60411	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RPN12		KLMA_60411
W0TEL0	W0TEL0_KLUMD	unreviewed	GTP-binding protein RBG1	RBG1 KLMA_60212	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RBG1		KLMA_60212
W0TA44	W0TA44_KLUMD	unreviewed	Uncharacterized protein	KLMA_20506	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20506
W0TBW2	W0TBW2_KLUMD	unreviewed	Uncharacterized protein YJR141W	KLMA_40489	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_40489
W0TES6	W0TES6_KLUMD	unreviewed	Ran GTPase-activating protein 1	RNA1 KLMA_60292	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RNA1		KLMA_60292
W0T6V1	W0T6V1_KLUMD	unreviewed	Serine/threonine-protein kinase MPS1	MPS1 KLMA_10172	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MPS1		KLMA_10172
W0TDJ8	W0TDJ8_KLUMD	unreviewed	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)	SRB4 MED17 KLMA_60431	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SRB4		KLMA_60431
W0T751	W0T751_KLUMD	unreviewed	Uncharacterized protein	KLMA_20183	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20183
W0TCT1	W0TCT1_KLUMD	unreviewed	Cell wall integrity sensor MID2	KLMA_30609	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_30609
W0T7B7	W0T7B7_KLUMD	unreviewed	Transcription factor STP1	STP2 KLMA_20253	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	STP2		KLMA_20253
W0TDD1	W0TDD1_KLUMD	unreviewed	Uncharacterized protein YGL082W	KLMA_60366	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_60366
W0T514	W0T514_KLUMD	unreviewed	ATP-dependent RNA helicase FAL1	FAL1 KLMA_10526	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	FAL1		KLMA_10526
