Entry	Entry name	Status	Protein names	Gene names	Organism	Gene names  (primary )	Gene names  (ordered locus )	Gene names  (ORF )
A3LQ43	A3LQ43_PICST	unreviewed	Seventh step in lysine biosynthesis pathway (EC 1.5.1.10)	LYS9 PICST_70210	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	LYS9		PICST_70210
A3LWD6	A3LWD6_PICST	unreviewed	Inorganic phosphate transporter	PICST_36445	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_36445
A3LN71	A3LN71_PICST	unreviewed	DNA polymerase eta subunit (EC 2.7.7.7)	RAD30 PICST_41858	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RAD30		PICST_41858
A3LXW5	A3LXW5_PICST	unreviewed	Hypothetical beta-1,6-N-acetylglucosaminyltransferase	VHS2 PICST_68130	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	VHS2		PICST_68130
A3LU34	A3LU34_PICST	unreviewed	Mitochondrial carrier protein	FLX2 PICST_45267	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	FLX2		PICST_45267
A3M039	A3M039_PICST	unreviewed	Lysine-specific permease (Fragment)	LYP1 PICST_51006	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	LYP1		PICST_51006
A3LPV6	A3LPV6_PICST	unreviewed	Uncharacterized protein	PICST_41151	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_41151
A3LWN4	A3LWN4_PICST	unreviewed	Maltose permease	MAL3 PICST_47584	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MAL3		PICST_47584
A3LTQ9	A3LTQ9_PICST	unreviewed	NADH:quinone oxidoreductase	PICST_44845	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_44845
A3LSS8	A3LSS8_PICST	unreviewed	Stress-seventy subfamily A	SSA1 PICST_31157	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SSA1		PICST_31157
A3LYF0	A3LYF0_PICST	unreviewed	Actin-related protein	ARP3 PICST_84432	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ARP3		PICST_84432
A3LPQ2	A3LPQ2_PICST	unreviewed	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.399) (EC 1.1.1.95)	SER3 PICST_87754	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SER3		PICST_87754
A3GH50	A3GH50_PICST	unreviewed	tRNA methyltransferase, has a role in tRNA modification	TRM9 PICST_53251	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	TRM9		PICST_53251
A3LR97	A3LR97_PICST	unreviewed	Uncharacterized protein	PICST_30611	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30611
A3LRZ2	A3LRZ2_PICST	unreviewed	Protein involved in (1,3)-beta-glucan synthesis (EC 2.4.1.34) (Fragment)	SMI1.1 PICST_43247	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SMI1.1		PICST_43247
A3LYN2	A3LYN2_PICST	unreviewed	Carboxylic acid transporter protein homolog (Fragment)	JEN12 PICST_85334	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	JEN12		PICST_85334
A3LZR1	A3LZR1_PICST	unreviewed	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (Phosphotyrosyl phosphatase activator)	PICST_37112	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_37112
A3LS71	A3LS71_PICST	unreviewed	Uncharacterized protein	PICST_88185	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_88185
A3GIE7	A3GIE7_PICST	unreviewed	Dihydroxyacetone kinase 1 (Glycerone kinase 1) (DHA kinase 1) (EC 2.7.1.29)	DAK1.2 PICST_53027	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DAK1.2		PICST_53027
A3LVP5	A3LVP5_PICST	unreviewed	PHD-type domain-containing protein	PICST_47023	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_47023
A3LXK2	A3LXK2_PICST	unreviewed	Golgi alpha-1,2-mannosyltransferase	MNN22 PICST_32843	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MNN22		PICST_32843
A3LPW8	A3LPW8_PICST	unreviewed	Predicted cell surface protein homologous to bacterial outer membrane proteins	SAM52 PICST_35181	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SAM52		PICST_35181
A3LZE5	A3LZE5_PICST	unreviewed	Multicopper oxidase (EC 1.10.3.2)	FET3 PICST_79365	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	FET3		PICST_79365
A3GET0	A3GET0_PICST	unreviewed	Dicarboxylic amino acid permease (Fragment)	DIP5.1 PICST_39044	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DIP5.1		PICST_39044
A3GHD9	A3GHD9_PICST	unreviewed	VPS37 C-terminal domain-containing protein	PICST_28948	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_28948
A3LYN5	A3LYN5_PICST	unreviewed	Calnexin homolog	CAL1 PICST_85362	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CAL1		PICST_85362
A3M060	A3M060_PICST	unreviewed	Phosphotransferase (EC 2.7.1.-)	HXK1 PICST_85453	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HXK1		PICST_85453
A3LNV3	A3LNV3_PICST	unreviewed	Multidrug-resistance type transporter aminotriazole resistance (Fragment)	ATR1 PICST_41453	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ATR1		PICST_41453
A3LSN7	A3LSN7_PICST	unreviewed	Dihydroxyacetone kinase isoenzyme I	DAK1.1 PICST_31117	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DAK1.1		PICST_31117
A3GEZ0	A3GEZ0_PICST	unreviewed	Vesicle trafficking protein Sly1 (Sec1 family)	SLY1 PICST_52201	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SLY1		PICST_52201
A3LPB2	A3LPB2_PICST	unreviewed	Antioxidant and copper/iron homeostasis protein	ATX1 PICST_55134	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ATX1		PICST_55134
A3M020	A3M020_PICST	unreviewed	Peroxin-14	PEX14 PICST_85722	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PEX14		PICST_85722
A3LY98	A3LY98_PICST	unreviewed	Nitrilase superfamily member (EC 3.5.1.6)	NIT2 PICST_62485	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NIT2		PICST_62485
A3LRN6	A3LRN6_PICST	unreviewed	Activator of IME1 Predicted N6-adenine RNA methylase IME4	IME4 PICST_57562	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	IME4		PICST_57562
A3LND6	A3LND6_PICST	unreviewed	Aminotransferase-like protein	ABZ2 PICST_42028	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ABZ2		PICST_42028
A3LST6	A3LST6_PICST	unreviewed	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	PRO3 PICST_35750	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PRO3		PICST_35750
A3LR86	A3LR86_PICST	unreviewed	DRMBL domain-containing protein (Fragment)	PICST_56782	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_56782
A3M077	A3M077_PICST	unreviewed	Transcriptional activator HAP3 (UAS2 regulatory protein A)	HAP3.2 PICST_68494	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HAP3.2		PICST_68494
A3GHQ9	A3GHQ9_PICST	unreviewed	Zinc finger transcription factor	GLN32 PICST_29072	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GLN32		PICST_29072
A3GFT3	A3GFT3_PICST	unreviewed	Uncharacterized protein	PICST_66367	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_66367
A3M0G9	A3M0G9_PICST	unreviewed	Uncharacterized protein	PICST_64082	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_64082
A3LT05	A3LT05_PICST	unreviewed	Uncharacterized protein	PICST_59269	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_59269
A3GF00	A3GF00_PICST	unreviewed	Proteasome maturation factor (Fragment)	UMP1 PICST_37571	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	UMP1		PICST_37571
A3LN31	A3LN31_PICST	unreviewed	Fungal specific transcription factor	FST6 PICST_29444	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	FST6		PICST_29444
A3LQA9	A3LQA9_PICST	unreviewed	N-acetylglucosaminyl phosphatidylinositol de-N-acetylase	GPI12 PICST_30247	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GPI12		PICST_30247
A3LNF5	A3LNF5_PICST	unreviewed	Arabinose-proton symporter (Arabinose transporter)	AUT1 PICST_87108	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	AUT1		PICST_87108
A3LTY4	A3LTY4_PICST	unreviewed	Uncharacterized protein	PICST_65617	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_65617
A3M025	A3M025_PICST	unreviewed	Methyltranfer_dom domain-containing protein	PICST_74165	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_74165
A3LNK6	A3LNK6_PICST	unreviewed	FHA domain-containing protein (Fragment)	PICST_55913	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_55913
A3LXP1	A3LXP1_PICST	unreviewed	Uncharacterized protein	PICST_62156	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_62156
A3GF44	A3GF44_PICST	unreviewed	Zn-finger protein	PICST_28111	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_28111
A3GHI9	A3GHI9_PICST	unreviewed	Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21)	ADE2 PICST_81265	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ADE2		PICST_81265
A3LRE1	A3LRE1_PICST	unreviewed	D-amino acid oxidase (EC 1.4.3.1)	DAO1 PICST_57912	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DAO1		PICST_57912
A3GGC3	A3GGC3_PICST	unreviewed	Fungal transcriptional regulatory protein	HAP1.1 PICST_37775	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HAP1.1		PICST_37775
A3LV74	A3LV74_PICST	unreviewed	Vacuolar ATP synthase subunit E (V-ATPase E subunit) (Vacuolar proton pump E subunit) (EC 3.6.3.6)	VMA4 PICST_60924	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	VMA4		PICST_60924
A3LPD8	A3LPD8_PICST	unreviewed	Zn-binding nucleotide exision repairosome (Fragment)	RAD14 PICST_42547	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RAD14		PICST_42547
A3LPB4	A3LPB4_PICST	unreviewed	Oligomycin resistance ATP-dependent permease	PICST_40574	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_40574
A3LX12	A3LX12_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_61692	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_61692
A3LT65	A3LT65_PICST	unreviewed	GCR1_C domain-containing protein (Fragment)	PICST_59036	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_59036
A3GGZ6	A3GGZ6_PICST	unreviewed	Uncharacterized protein	PICST_28795	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_28795
A3LYI1	A3LYI1_PICST	unreviewed	Ras-related small GTPase, Rho type	RHO2 PICST_79030	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RHO2		PICST_79030
A3GI18	A3GI18_PICST	unreviewed	Vesicular-fusion protein SEC18 (EC 3.6.4.6)	SEC18 PICST_86905	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SEC18		PICST_86905
A3GH62	A3GH62_PICST	unreviewed	Mannosyl-oligosaccharide glucosidase (Processing A-glucosidase I) (Glucosidase I)	CWH41 PICST_39865	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CWH41		PICST_39865
A3LPS0	A3LPS0_PICST	unreviewed	OBG-type G domain-containing protein	PICST_35157	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_35157
A3LRF6	A3LRF6_PICST	unreviewed	DNA polymerase V that has motifs typical of DNA polymerase family (EC 2.7.7.7)	POL5 PICST_56859	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	POL5		PICST_56859
A3LSE1	A3LSE1_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_82897	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_82897
A3LPD7	A3LPD7_PICST	unreviewed	Protein required for cell viability	PICST_55575	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_55575
A3LYZ7	A3LYZ7_PICST	unreviewed	Protein serine/threonine kinase activity	PICST_33361	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_33361
A3GH70	A3GH70_PICST	unreviewed	Uncharacterized protein	PICST_28879	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_28879
A3LN60	A3LN60_PICST	unreviewed	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	QNS1 PICST_40885	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	QNS1		PICST_40885
A3LPF3	A3LPF3_PICST	unreviewed	Uncharacterized protein	PICST_29927	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_29927
A3LMT3	A3LMT3_PICST	unreviewed	Uncharacterized protein	PICST_42490	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_42490
A3LSR8	A3LSR8_PICST	unreviewed	FYVE-type domain-containing protein	PICST_59466	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_59466
A3GGD8	A3GGD8_PICST	unreviewed	Possible regulatory protein	PICST_64902	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_64902
A3LNN5	A3LNN5_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_41404	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_41404
A3LRR3	A3LRR3_PICST	unreviewed	Uncharacterized protein	PICST_30782	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30782
A3GFE1	A3GFE1_PICST	unreviewed	Uncharacterized protein	PICST_51523	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_51523
A3GG93	A3GG93_PICST	unreviewed	RXT2_N domain-containing protein	RXT2 PICST_37825	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RXT2		PICST_37825
A3LXS0	A3LXS0_PICST	unreviewed	Phosphopantothenoylcysteine decarboxylase (Fragment)	PCD1.1 PICST_62046	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PCD1.1		PICST_62046
A3GF55	A3GF55_PICST	unreviewed	Topoisomerase II-associated protein	PAT1 PICST_80647	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PAT1		PICST_80647
A3LZK6	A3LZK6_PICST	unreviewed	Uncharacterized protein	PICST_85107	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_85107
A3LP14	A3LP14_PICST	unreviewed	40S ribosomal protein S7	RPS7A PICST_82308	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RPS7A		PICST_82308
A3LZI3	A3LZI3_PICST	unreviewed	Uncharacterized protein	PICST_85407	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_85407
A3GEY9	A3GEY9_PICST	unreviewed	Cytoplasmic chaperonin of the Cct ring complex	CCT6 PICST_74533	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CCT6		PICST_74533
A3LN83	A3LN83_PICST	unreviewed	Sec-24-like membrane protein involved in ER to Golgi vesicular transport	SFB3 PICST_81443	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SFB3		PICST_81443
A3M010	A3M010_PICST	unreviewed	Glycerophosphoinositol permease	GIT3 PICST_50547	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GIT3		PICST_50547
A3LQQ7	A3LQQ7_PICST	unreviewed	Uncharacterized protein	ALS4 PICST_30411	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ALS4		PICST_30411
A3GHF1	A3GHF1_PICST	unreviewed	Uncharacterized protein	PICST_66604	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_66604
A3GFC8	A3GFC8_PICST	unreviewed	Uncharacterized protein	PICST_28199	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_28199
A3LTT4	A3LTT4_PICST	unreviewed	Glucosamine 6-phosphate synthetase and asparagine synthase-like protein	PICST_35948	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_35948
A3GI62	A3GI62_PICST	unreviewed	Uncharacterized protein	PICST_29233	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_29233
A3LRL9	A3LRL9_PICST	unreviewed	Uncharacterized protein	PICST_30736	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30736
A3LUW3	A3LUW3_PICST	unreviewed	Serine/threonine protein kinase (Fragment)	KSP1 PICST_60249	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	KSP1		PICST_60249
A3LTM7	A3LTM7_PICST	unreviewed	Uncharacterized protein	PICST_31465	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_31465
A3LY39	A3LY39_PICST	unreviewed	Pheromone-regulated membrane	PICST_61782	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_61782
A3LP39	A3LP39_PICST	unreviewed	Sterol C-24 reductase	PICST_29811	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_29811
A3LNA8	A3LNA8_PICST	unreviewed	Uncharacterized protein	PICST_76584	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_76584
A3GHF6	A3GHF6_PICST	unreviewed	Choline kinase (EC 2.7.1.32)	CKT1 PICST_28965	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CKT1		PICST_28965
A3GHL5	A3GHL5_PICST	unreviewed	1-Acyl dihydroxyacetone phosphate reductase ribitol 2-dehydrogenase (EC 1.1.1.56)	AYR3 PICST_53846	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	AYR3		PICST_53846
A3LUS1	A3LUS1_PICST	unreviewed	Protein involved in nonallelic heterokaryon incompatibility	HET1 PICST_72694	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HET1		PICST_72694
A3GI21	A3GI21_PICST	unreviewed	Uncharacterized protein	PICST_29189	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_29189
A3GHS7	A3GHS7_PICST	unreviewed	Malate synthase (EC 2.3.3.9)	MLS1.1 PICST_53620	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MLS1.1		PICST_53620
A3LZL8	A3LZL8_PICST	unreviewed	Thioredoxin domain-containing protein	PICST_37090	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_37090
A3LSF4	A3LSF4_PICST	unreviewed	Aromatic-ring hydroxylase (Fragment)	SAL1 PICST_43564	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SAL1		PICST_43564
A3LVQ3	A3LVQ3_PICST	unreviewed	UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23)	UAP1 PICST_61206	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	UAP1		PICST_61206
A3LW74	A3LW74_PICST	unreviewed	SPT3 Dosage dependent suppressor of Ty-induced promoter mutations-like protein	SPT23 PICST_89833	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SPT23		PICST_89833
