Accession	Description	PrimaryGeneName	GeneName	mass_ratio_repl1	mass_ratio_repl2	mass_ratio_repl3
O94618	Mitochondrial import inner membrane translocase subunit tim21 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tim21 PE=3 SV=1	tim21	SPBC1289.09	4.18795788129049e-05	4.20781487796187e-05	4.11258090493677e-05
O94619	Adhesion defective protein 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=adn2 PE=1 SV=1	adn2	SPBC1289.10c	1.77702576335576e-05	1.90009764459628e-05	1.79787396351884e-05
O94620	Pre-mRNA-splicing factor cwf17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cwf17 PE=1 SV=1	cwf17	SPBC1289.11	1.63875330333921e-05	1.62094679598374e-05	1.59336494399055e-05
O94621	U1 snRNP-associated protein usp109 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=usp109 PE=1 SV=2	usp109	SPBC1289.12	8.30131970193027e-06	8.02273186602164e-06	7.89008922261498e-06
O94622	Uncharacterized alpha-1,2-galactosyltransferase C1289.13c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1289.13c PE=3 SV=1		SPBC1289.13c	3.06463271114072e-05	3.18011837337129e-05	3.12622753897468e-05
O94624	Mitochondrial import inner membrane translocase subunit tim54 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tim54 PE=3 SV=1	tim54	SPBC1347.04	4.04085794381015e-05	3.96720153085397e-05	3.8789146770766e-05
O94625	DnaJ-related protein spj1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=spj1 PE=2 SV=2	spj1	SPBC1347.05c	3.4861170663455e-05	3.45198917949209e-05	3.48048435274563e-05
O94626	Probable oligoribonuclease OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rex2 PE=3 SV=2	rex2	SPBC1347.07	7.56522446348724e-06	7.64894854492406e-06	7.53651051858333e-06
O94627	Ribonuclease H2 subunit B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rnh202 PE=3 SV=1	rnh202	SPBC1347.08c	7.15654090836012e-06	6.85374533258768e-06	7.09464333916288e-06
O94628	Uncharacterized methyltransferase C1347.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1347.09 PE=3 SV=1		SPBC1347.09	7.12364762796865e-05	6.75197498518808e-05	7.01775847700745e-05
O94631	rRNA methyltransferase 1, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrm1 PE=3 SV=1	mrm1	SPBC1347.13c	1.80648433789681e-06	1.67680041796354e-06	1.64494159056978e-06
O94632	Ergothioneine biosynthesis protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=egt1 PE=1 SV=4	egt1	SPBC1604.01 SPBC1677.01c	3.47982344639676e-05	3.48080473829986e-05	3.64676243387121e-05
O94633	Dolichol-phosphate mannosyltransferase subunit 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dpm3 PE=1 SV=1	dpm3	SPBC1677.02	1.14718547751975e-05	1.10443548971688e-05	1.11451436880001e-05
O94634	Threonine dehydratase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1677.03c PE=3 SV=1		SPBC1677.03c	0.000554360625135199	0.000562713507130093	0.000572536271943285
O94636	tRNA (guanine(10)-N2)-methyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=trm11 PE=3 SV=2	trm11	SPBC16D10.02	1.95807233688774e-05	1.66995807532136e-05	1.92131809632631e-05
O94637	tRNA N6-adenosine threonylcarbamoyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pgp2 PE=3 SV=1	pgp2	SPBC16D10.03	2.99240536118422e-05	2.95119543912573e-05	3.00041019104376e-05
O94639	Zinc-regulated transporter 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=zrt1 PE=1 SV=1	zrt1	SPBC16D10.06	0.000209966637595657	0.000186243663939772	0.000187011088263519
O94640	NAD-dependent histone deacetylase sir2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sir2 PE=1 SV=2	sir2	SPBC16D10.07c	2.42256059351449e-05	2.33688426207697e-05	2.30721922661167e-05
O94641	Heat shock protein 104 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=hsp104 PE=3 SV=1	hsp104	SPBC16D10.08c	0.000295475765927849	0.000298569418329155	0.000300955993120082
O94642	tRNA-specific adenosine deaminase subunit tad2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tad2 PE=3 SV=2	tad2	SPBC16D10.10	4.04594894554748e-05	4.02941720736639e-05	3.9514805790743e-05
O94644	Restriction of telomere capping protein 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rtc5 PE=3 SV=1	rtc5	SPBC21.02	2.60906006407884e-06	2.74310772284092e-06	2.71851215727262e-06
O94645	Uncharacterized protein C21.03c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC21.03c PE=4 SV=3		SPBC21.03c	4.08771754808805e-06	4.17148127914407e-06	4.2243959713178e-06
O94646	Mediator of RNA polymerase II transcription subunit 8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=med8 PE=1 SV=1	med8	SPBC21.04	8.94451761347506e-07	8.49602016297083e-07	1.0833188788921e-06
O94649	Autophagy-related protein 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=atg2 PE=1 SV=4	atg2	SPBC31E1.01c SPBC660.18c	7.40386523253051e-06	6.97784635449034e-06	7.53966959013182e-06
O94650	Ubiquitin-like modifier hub1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=hub1 PE=1 SV=1	hub1	SPBC31E1.03	1.66513501005884e-05	1.68126210212105e-05	1.71385920211103e-05
O94651	Syntaxin pep12 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pep12 PE=1 SV=2	pep12	SPBC31E1.04	2.2580263676939e-05	2.22387304528369e-05	2.24997723855994e-05
O94652	Nucleoporin gle1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gle1 PE=3 SV=1	gle1	SPBC31E1.05	4.76312748327753e-06	4.9984980480016e-06	4.69232618154778e-06
O94653	Ribosome biogenesis protein bms1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bms1 PE=1 SV=2	bms1	SPBC31E1.06 SPBC800.01	6.00494838204655e-05	5.91483536593026e-05	5.90355334267397e-05
O94655	GTP-binding protein ypt7 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ypt7 PE=3 SV=1	ypt7	SPBC405.04c	8.51906513246834e-05	8.08480154313018e-05	8.09573165145863e-05
O94657	DnaJ protein homolog xdj1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=xdj1 PE=3 SV=1	xdj1	SPBC405.06	5.12674706988868e-05	5.0758318862297e-05	5.03490441149278e-05
O94658	60S ribosomal protein L36-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl3602 PE=3 SV=1	rpl3602	SPBC405.07	0.00153299229717743	0.00151156657396805	0.00154266610984314
O94659	Probable nucleolar GTP-binding protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nog1 PE=1 SV=2	nog1	SPBC651.01c SPBC725.18c	0.000249756683902033	0.000244507423607956	0.000246044186514959
O94660	Probable hydrolase nit2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nit2 PE=3 SV=1	nit2	SPBC651.02	2.29744294623404e-05	2.31982056944951e-05	2.43120679313379e-05
O94661	GTPase-activating protein gyp10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gyp10 PE=4 SV=1	gyp10	SPBC651.03c	0.000588322724285221	0.000562275357256421	0.000579018188822867
O94664	Meiotically up-regulated gene 166 protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mug166 PE=1 SV=3	mug166	SPBC651.06	8.09608973955688e-06	7.73935288039249e-06	7.37465633541933e-06
O94666	DNA-directed RNA polymerase III subunit rpc1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpc1 PE=2 SV=1	rpc1	SPBC651.08c	7.10431423055679e-05	6.85352252927651e-05	6.89842384751349e-05
O94667	RNA polymerase-associated protein C651.09c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC651.09c PE=1 SV=1		SPBC651.09c	5.73613451963227e-05	5.6739423725274e-05	5.54414382413798e-05
O94668	Non-structural maintenance of chromosome element 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nse5 PE=1 SV=1	nse5	SPBC651.10	8.41884824701038e-07	8.09865116476988e-07	8.15981014416155e-07
O94669	AP-3 complex subunit mu OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=apm3 PE=3 SV=1	apm3	SPBC651.11c	1.61060598781531e-05	1.62399696326689e-05	1.61904612756981e-05
O94671	Probable homoserine dehydrogenase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC776.03 PE=1 SV=1		SPBC776.03	0.00100272735599914	0.000957402361421032	0.000936165593190896
O94672	Protein transport protein sec23-2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec232 PE=1 SV=1	sec232	SPBC776.04	8.33168432354077e-05	8.51674777437277e-05	8.30228001836431e-05
O94673	Uncharacterized membrane protein C776.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC776.05 PE=4 SV=2	gpc1	SPBC776.05	6.41119361136571e-06	6.55112987460063e-06	6.48476889210861e-06
O94675	Mitochondrial acidic protein mam33 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC776.07 PE=3 SV=1		SPBC776.07	1.37960902203191e-05	1.56859198458613e-05	1.47486609271889e-05
O94676	U3 small nucleolar RNA-associated protein 22 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=utp22 PE=3 SV=1	utp22	SPBC776.08c	8.69252923950419e-05	8.42028449412595e-05	8.52960565956433e-05
O94677	Conserved oligomeric Golgi complex subunit 6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cog6 PE=3 SV=1	cog6	SPBC776.10c	2.40477923610134e-05	2.36658049267937e-05	2.48605229133801e-05
O94679	Condensin complex subunit 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cnd1 PE=1 SV=1	cnd1	SPBC776.13	2.37206921040411e-05	2.28279210253692e-05	2.34405935870637e-05
O94680	Phospholipid:diacylglycerol acyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=plh1 PE=1 SV=2	plh1	SPBC776.14	2.84669724008961e-05	2.82713698878056e-05	2.80724424745746e-05
O94681	Probable dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=kgd2 PE=3 SV=1	kgd2	SPBC776.15c	8.36495208771106e-05	8.52695467419198e-05	8.1986959967819e-05
O94683	Ribosomal RNA-processing protein 7 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rrp7 PE=3 SV=2	rrp7	SPBC776.17	3.731975148125e-05	3.67983879693045e-05	3.65018693857195e-05
O94684	RNA polymerase II transcription factor B subunit 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pmh1 PE=1 SV=1	pmh1	SPBC776.18c	7.74099252653048e-06	7.92021504261413e-06	7.7929179786635e-06
O94685	UBA domain-containing protein 8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ucp8 PE=1 SV=2	ucp8	SPBC83.01	9.77618469799886e-05	9.77593809740277e-05	9.49736985821292e-05
O94686	60S ribosomal protein L43-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl4302 PE=3 SV=1	rpl4302	SPBC83.02c	8.34814549274347e-05	8.67506668943428e-05	8.46670346148942e-05
O94689	Mitochondrial escape protein 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=yme2 PE=3 SV=1	yme2	SPBC83.05	5.29476160410826e-05	5.26311222416674e-05	5.241110961737e-05
O94692	RuvB-like helicase 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rvb2 PE=1 SV=1	rvb2	SPBC83.08	0.000150569337321648	0.000156458317325921	0.000154889006626328
O94693	LIN1-like protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC83.09c PE=3 SV=1		SPBC83.09c	4.48665810631763e-06	4.25093573237073e-06	4.3507692464494e-06
O94694	UPF0620 protein C83.10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC83.10 PE=3 SV=1		SPBC83.10	6.85628739093723e-05	6.68495543190359e-05	7.38459782167793e-05
O94695	Putative transporter C83.11 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC83.11 PE=1 SV=2		SPBC83.11	4.57793921864125e-06	4.61138896982812e-06	4.32431619245233e-06
O94697	Replication factor C subunit 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rfc5 PE=1 SV=1	rfc5	SPBC83.14c	3.26649029665331e-05	3.26351495925258e-05	3.27932201689091e-05
O94698	Ribosome biogenesis protein nsa1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nsa1 PE=3 SV=1	nsa1	SPBC83.15	6.11740252607922e-05	5.97359797180425e-05	6.14510197399794e-05
O94699	Inclusion body clearance protein IML2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC83.16c PE=3 SV=1		SPBC83.16c	0.000102108650328006	0.000103269821921506	0.000102450211202822
O94700	Multiprotein-bridging factor 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mbf1 PE=3 SV=1	mbf1	SPBC83.17	0.000348461370732002	0.000340775475226317	0.000335312642769798
O94702	Putative endoplasmic reticulum metallopeptidase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=erm1 PE=3 SV=1	erm1	SPCC1259.02c	0.000390254401690292	0.000349757656617381	0.000350293157089848
O94703	DNA-directed RNA polymerase I subunit RPA12 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpa12 PE=3 SV=1	rpa12	SPCC1259.03	4.32157965812167e-06	4.86237187023358e-06	4.50469565749173e-06
O94704	INO80 complex subunit 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=iec3 PE=1 SV=1	iec3	SPCC1259.04	6.51844204579896e-06	6.56583734685621e-06	6.6373443799887e-06
O94705	Cytochrome c oxidase subunit 7A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cox9 PE=3 SV=3	cox9	SPCC1259.05c	3.31496198824824e-05	3.33791523359163e-05	3.24827916708301e-05
O94706	Transcription initiation factor TFIID subunit 8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=taf8 PE=3 SV=1	taf8	SPCC1259.06	1.89911702224374e-05	1.90603072564137e-05	1.91435075145499e-05
O94707	Transcriptional regulatory protein rxt3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rxt3 PE=1 SV=1	rxt3	SPCC1259.07	7.73672108313162e-06	8.18965371931084e-06	7.74518089808946e-06
O94709	Probable pyruvate dehydrogenase protein X component, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1259.09c PE=2 SV=1		SPCC1259.09c	0.00022222001722604	0.000224817968081048	0.00021527958986706
O94710	tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pgp1 PE=3 SV=1	pgp1	SPCC1259.10	1.09624251987905e-06	1.00492971256579e-06	1.04689873253277e-06
O94711	GTPase-activating protein gyp2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gyp2 PE=3 SV=1	gyp2	SPCC1259.11c	6.8776012611697e-06	6.81642565616754e-06	6.8513419980653e-06
O94712	Uncharacterized protein C1259.12c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1259.12c PE=4 SV=2		SPCC1259.12c	1.45141903652738e-05	1.33376131955034e-05	1.34245672581789e-05
O94714	Protein spt2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=spt2 PE=3 SV=1	spt2	SPCC1393.02c	1.77515995285127e-05	1.79054871406057e-05	1.68677286488515e-05
O94715	40S ribosomal protein S15-A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rps1501 PE=3 SV=1	rps1501	SPCC1393.03	0.0018400654294597	0.00185378943610274	0.00196221603050503
O94716	Inner kinetochore subunit fta4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fta4 PE=1 SV=1	fta4	SPCC1393.04	7.20161521956603e-07	6.34495539173502e-07	6.62279035277832e-07
O94718	Pre-rRNA-processing protein ipi1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ipi1 PE=3 SV=2	ipi1	SPCC1393.06c	2.18141095728423e-05	2.15827887337012e-05	2.24327367949135e-05
O94720	GATA zinc finger domain-containing protein C1393.08 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1393.08 PE=4 SV=1		SPCC1393.08	7.20615525084205e-06	6.75017918030435e-06	6.41249246263723e-06
O94721	RWD domain-containing protein C1393.09c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1393.09c PE=4 SV=1		SPCC1393.09c	4.15309813393738e-05	4.38831186198703e-05	4.23966564878097e-05
O94722	Copper transport protein ctr4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ctr4 PE=1 SV=1	ctr4	SPCC1393.10	0.000189210469918237	0.000176714059062822	0.00019795875010715
O94723	54S ribosomal protein L20, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrpl20 PE=3 SV=1	mrpl20	SPCC1393.11	1.08834627933615e-05	9.40828868980141e-06	1.01851759297478e-05
O94724	Uncharacterized protein C1393.12 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1393.12 PE=1 SV=1		SPCC1393.12	2.38312297923532e-05	2.62176310111497e-05	2.47674815311688e-05
O94725	Damage-control phosphatase SPCC1393.13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1393.13 PE=3 SV=1		SPCC1393.13	0.000224206735854235	0.000223352693732302	0.000220647254515162
O94729	Uncharacterized protein C1604.17c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1604.17c PE=4 SV=3		SPBC1604.17c	9.80695860666319e-06	1.01682762618632e-05	9.74037352478615e-06
O94730	Uncharacterized protein C1604.18c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1604.18c PE=3 SV=1		SPBC1604.18c	1.35438717219366e-05	1.2391254559912e-05	1.21331754902469e-05
O94731	Transport protein particle subunit trs85-1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=trs85-1 PE=3 SV=1	trs85-1	SPBC1604.19c	3.82528872076046e-06	2.53957999709096e-06	2.83017673857598e-06
O94733	Uncharacterized protein C191.01 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC191.01 PE=4 SV=1		SPCC191.01 SPCC417.13	1.23822144544325e-05	1.27780065416512e-05	1.2449408989746e-05
O94740	Hsp90 co-chaperone Cdc37 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cdc37 PE=1 SV=1	cdc37	SPBC9B6.10	8.93882307685984e-05	9.27917320435753e-05	8.94784078568988e-05
O94745	Probable mitochondrial-processing peptidase subunit alpha OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mas2 PE=3 SV=2	mas2	SPBC18E5.12c SPBC23G7.02c	9.65583114602727e-05	0.000100068294705947	9.90612390262626e-05
O94751	Checkpoint serine/threonine-protein kinase bub1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bub1 PE=1 SV=1	bub1	SPCC1322.12c	7.15442959833258e-06	6.97401227087272e-06	7.22917443404809e-06
O94752	Enhancer of mRNA-decapping protein 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=edc3 PE=1 SV=1	edc3	SPBC18E5.11c SPBC23G7.01c	3.46562745780405e-05	3.58622885274111e-05	3.52516997299297e-05
P00046	Cytochrome c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cyc1 PE=1 SV=3	cyc1	SPCC191.07	9.69901369370136e-05	0.000104124617032684	0.000106549743170793
P00332	Alcohol dehydrogenase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=adh1 PE=1 SV=2	adh1	SPCC13B11.01	0.0237297773575568	0.0233532234493929	0.0238238920769437
P01129	Start control protein cdc10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cdc10 PE=1 SV=1	cdc10	SPBC336.12c	1.84151291043742e-05	1.87678753205693e-05	1.88259792819151e-05
P04551	Cyclin-dependent kinase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cdc2 PE=1 SV=1	cdc2	pi002 SPBC11B10.09	5.95275750132345e-05	5.93472199143706e-05	5.82984477863018e-05
P04688	Tubulin alpha-1 chain OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nda2 PE=1 SV=2	nda2	SPBC16A3.15c	0.000251182194585942	0.000249201981527788	0.000242713843459713
P04689	Tubulin alpha-2 chain OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tub1 PE=1 SV=2	tub1	SPBC800.05c	0.000164302420053537	0.000165507239358239	0.000164011669199901
P04909	Histone H2A-alpha OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=hta1 PE=1 SV=3	hta1	SPCC622.08c	0.000744499336436618	0.000737122613684984	0.000761123586997609
P04913	Histone H2B-alpha OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=htb1 PE=1 SV=3	htb1	SPCC622.09	0.00180553203921752	0.00173795482836779	0.00177869378659041
P05219	Tubulin beta chain OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nda3 PE=1 SV=2	nda3	SPBC26H8.07c	0.000419312301554042	0.000428732563583798	0.000422665684057561
P05501	Cytochrome b OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cob PE=3 SV=4	cob	SPMIT.05	0.000300488956343487	0.000320178965683339	0.000314060710024366
P05511	Uncharacterized 91 kDa protein in cob intron OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPMIT.06 PE=4 SV=4		SPMIT.06	2.24841250516651e-05	2.3175686561059e-05	2.34871010784666e-05
P05733	60S ribosomal protein L37-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl3702 PE=1 SV=4	rpl3702	SPCC1223.05c	0.000119077694150527	0.000195600489195253	0.000105043685364022
P05734	60S ribosomal protein L19-A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl1901 PE=1 SV=3	rpl1901	SPBC56F2.02	0.000276208324128977	0.000281378215986559	0.000277777071830627
P05752	40S ribosomal protein S6-A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rps601 PE=1 SV=2	rps601	SPAC13G6.07c	0.00271451073450496	0.00268761454788024	0.00270144836473588
P05764	40S ribosomal protein S21 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rps21 PE=1 SV=2	rps21	SPBC18E5.06	0.000208423232482497	0.000235793803465728	0.000224760141542678
P05767	60S ribosomal protein L39 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl39 PE=3 SV=3	rpl39	SPCC663.04	0.000379917274162422	0.000382748984898176	0.00037137710203868
P05933	Calmodulin OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cam1 PE=1 SV=1	cam1	SPAC3A12.14	6.7576409906893e-05	6.22165223966337e-05	7.36285471642842e-05
P07669	Triosephosphate isomerase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tpi1 PE=1 SV=4	tpi1	SPCC24B10.21	0.00641239476520132	0.00629057918774447	0.00630421226223583
P07799	DNA topoisomerase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=top1 PE=1 SV=2	top1	SPBC1703.14c	3.22625343907437e-05	3.12668123352857e-05	3.4087474679077e-05
P08091	Acid phosphatase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pho1 PE=2 SV=1	pho1	SPBP4G3.02	0.00222636308325748	0.00219833315594122	0.00224529192495648
P08094	60S acidic ribosomal protein P2-alpha OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpp201 PE=1 SV=1	rpp201	SPBP8B7.06	4.15988671613719e-05	4.36280332544022e-05	4.02145315293181e-05
P08096	DNA topoisomerase 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=top2 PE=1 SV=2	top2	SPBC1A4.03c	7.70297774504966e-05	7.40091652646816e-05	7.37788784820719e-05
P08463	Cyclin-dependent kinases regulatory subunit OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=suc1 PE=1 SV=3	suc1	SPBC1734.14c	3.13268925554409e-05	2.99276309141339e-05	3.17829405981531e-05
P08647	Ras-like protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ras1 PE=1 SV=2	ras1	SPAC17H9.09c	4.19926528218625e-05	4.38611261987183e-05	4.31242588413007e-05
P08965	Meiosis protein mei2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mei2 PE=1 SV=1	mei2	SPAC27D7.03c	6.82508183406355e-06	7.27311357467491e-06	7.53074712169907e-06
P09202	Fructose-1,6-bisphosphatase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fbp1 PE=3 SV=1	fbp1	SPBC1198.14c SPBC660.04c	1.20764093745062e-05	1.37499810269284e-05	1.20635592725855e-05
